文件名,学科,研究类型,题目,链接,提交状态,同行评审状态,作者,资助者,同行评审者,发表时间
Engineering and technology10.htm,Engineering and technology,Open Letter,STANDUP database of plantar foot thermal and RGB images for early ulcer detection,https://open-research-europe.ec.europa.eu/articles/2-77,N/A,"[version 1; peer review: 1 approved, 1 approved with reservations]",Doha Bouallal; Asma Bougrine; Rachid Harba; Raphael Canals; Hassan Douzi; Luis Vilcahuaman; Hugo Arbanil,Horizon 2020 Framework Programme,Rhys John Morris; Laith Alzubaidi,2022-06-14
Engineering and technology10.htm,Engineering and technology,Research Article,Hydrothermal carbonization as an alternative sanitation technology: process optimization and development of low-cost reactor,https://open-research-europe.ec.europa.eu/articles/1-139,N/A,[version 2; peer review: 2 approved],Jae Wook Chung; Gabriel Gerner; Ekaterina Ovsyannikova; Alexander Treichler; Urs Baier; Judy Libra; Rolf Krebs,Horizon 2020 Framework Programme,Luca Fiori; Donato Scrinzi; Amit Gross,2022-06-10
Engineering and technology10.htm,Engineering and technology,Research Article,Validation of a lithium-ion commercial battery pack model using experimental data for stationary energy management application,https://open-research-europe.ec.europa.eu/articles/2-15,N/A,[version 2; peer review: 2 approved],Ana Foles; Luís Fialho; Pedro Horta; Manuel Collares-Pereira,Horizon 2020 Framework Programme; Fundação para a Ciência e Tecnologia; Infraestrutura Nacional de Investigação em Energia Solar de Concentração - FCT / PO Alentejo / PO Lisboa,Eduardo López; Yinghao Shan,2022-06-10
Engineering and technology10.htm,Engineering and technology,Research Article,Mission-based optimal morphing parameters for rotors with combined chord and twist morphing,https://open-research-europe.ec.europa.eu/articles/1-121,N/A,[version 2; peer review: 2 approved],Rohin Kumar Majeti; Stephan Benz,Horizon 2020 Framework Programme,Wen Zhong Shen; Manfred Hajek,2022-06-07
Engineering and technology10.htm,Engineering and technology,Research Article,API-based evidence acquisition in the cloud - a survey,https://open-research-europe.ec.europa.eu/articles/2-69,N/A,"[version 1; peer review: 1 approved, 1 approved with reservations]",Dr. Dirk Pawlaszczyk; Martin Bochmann; Philipp Engler; Coert Klaver; Christian Hummert,Horizon 2020 Framework Programme,Andreas Attenberger; Nikhitha Yathiraju,2022-05-31
Engineering and technology10.htm,Engineering and technology,Research Article,Modelling charge profiles of electric vehicles based on charges data,https://open-research-europe.ec.europa.eu/articles/1-156,N/A,[version 3; peer review: 2 approved],Natascia Andrenacci; Federico Karagulian; Antonino Genovese,Horizon 2020 Framework Programme,Sandford Bessler; Tiago Pinto,2022-05-25
Engineering and technology10.htm,Engineering and technology,Research Article,An Interoperability Framework for electromobility (INFRA): The main results from the USER-CHI framework implementation in a new spotlight,https://open-research-europe.ec.europa.eu/articles/2-65,N/A,[version 1; peer review: 2 approved],Katharina Csillak; Mariana Moreno Kuhnke,Horizon 2020 Framework Programme,Dr. Helga Jonuschat; Natascia Andrenacci,2022-05-25
Engineering and technology10.htm,Engineering and technology,Method Article,Training neural networks on domain randomized simulations for ultrasonic inspection,https://open-research-europe.ec.europa.eu/articles/2-43,N/A,[version 2; peer review: 2 approved],Klaus Schlachter; Kastor Felsner; Sebastian Zambal,"Horizon 2020 Framework Programme; This work was also supported by the county of Upper Austria and EFRE as part of the FTI strategy, project ``DigiManu'', and the Growth strategy, project ``SmartFactoryLab''.",Carmelo Mineo; Iikka Virkkunen,2022-05-11
Engineering and technology10.htm,Engineering and technology,Open Letter,The Ring Fencing Mechanism: a case study of innovative self-financing approach for energy efficiency upgrades,https://open-research-europe.ec.europa.eu/articles/2-53,N/A,"[version 1; peer review: 1 approved, 2 approved with reservations]",Ruchi Agrawal; Luciano De Tommasi; Padraig Lyons,Horizon 2020 Framework Programme,Tony Day; Alberto Cerezo-Narváez; Ivan Garcia Kerdan,2022-05-05
Engineering and technology10.htm,Engineering and technology,Data Note,A spatiotemporal atlas of hydropower in Africa for energy modelling purposes,https://open-research-europe.ec.europa.eu/articles/1-29,N/A,"[version 3; peer review: 2 approved, 1 approved with reservations]",Sebastian Sterl; Albertine Devillers; Celray James Chawanda; Ann van Griensven; Wim Thiery; Daniel Russo,Horizon 2020 Framework Programme; Svenska Forskningsrådet Formas; Innovationsfonden; Bundesministerium für Bildung und Forschung; European Institute of Innovation and Technology; Belgian Federal Science Policy Office,Matteo De Felice; Benoît Hingray; Jean-Philippe Vidal,2022-03-29
Engineering and technology10.htm,Engineering and technology,Method Article,Development and validation of an open-source CFD model for the efficiency assessment of data centers,https://open-research-europe.ec.europa.eu/articles/2-41,N/A,[version 1; peer review: 2 not approved],Aras Dogan; Sibel Yilmaz; Mustafa Kuzay; Ender Demirel,Horizon 2020 Framework Programme,Jim VanGilder; Uschas Chowdhury,2022-03-24
Engineering and technology11.htm,Engineering and technology,Review,Hydrogen production via aqueous-phase reforming for high-temperature proton exchange membrane fuel cells - a review,https://open-research-europe.ec.europa.eu/articles/1-81,N/A,[version 3; peer review: 2 approved],Paranjeet Lakhtaria; Paulo Ribeirinha; Werneri Huhtinen; Saara Viik; José Sousa; Adélio Mendes,"Horizon 2020 Framework Programme; Fundação para a Ciência e a Tecnologia; Ministério da Ciência, Tecnologia e Ensino Superior",Adolfo Iulianelli; Ying Li,2022-03-23
Engineering and technology11.htm,Engineering and technology,Open Letter,Digital onboarding in finance: a novel model and related cybersecurity risks,https://open-research-europe.ec.europa.eu/articles/1-149,N/A,[version 2; peer review: 2 approved],Miren Karmele García; Eliseo Venegas; SOTER; Esther Aguilera; José Manuel Panizo; Charlotte Kelly; Diego Serrano,Horizon 2020 Framework Programme,Pietro Tedeschi; Dariusz Grabara,2022-03-22
Engineering and technology11.htm,Engineering and technology,Research Article,Properties of biomass powders resulting from the fine comminution of lignocellulosic feedstocks by three types of ball-mill set-up,https://open-research-europe.ec.europa.eu/articles/1-125,N/A,[version 2; peer review: 2 approved],Rova Karine Rajaonarivony; Xavier Rouau; Charlène Fabre; Claire Mayer-Laigle,Horizon 2020 Framework Programme,Peter. J. Deuss; Christine Frances,2022-03-16
Engineering and technology11.htm,Engineering and technology,Open Letter,From P4 medicine to P5 medicine: transitional times for a more human-centric approach to AI-based tools for hospitals of tomorrow,https://open-research-europe.ec.europa.eu/articles/2-33,N/A,[version 1; peer review: 2 approved],Denise Amram; Arianna Cignoni; Tommaso Banfi; Gastone Ciuti,Horizon 2020 Framework Programme; INPECO SA,Gabriele Tolomei; Giorgia Bincoletto,2022-03-09
Engineering and technology11.htm,Engineering and technology,Research Article,Demoulding process assessment of elastomers in micro-textured moulds,https://open-research-europe.ec.europa.eu/articles/1-120,N/A,[version 2; peer review: 2 approved],Elias Liarte; Valentina Zambrano; Leticia A. Gracia; José Ignacio Amor; Marcos Borro; Belén Hernández-Gascón,Horizon 2020 Framework Programme,Frederik Desplentere; Nan Zhang,2022-02-24
Engineering and technology11.htm,Engineering and technology,Review,Transition from monolithic to microservice-based applications. Challenges from the developer perspective,https://open-research-europe.ec.europa.eu/articles/2-24,N/A,[version 1; peer review: 2 approved with reservations],Antonios Makris; Konstantinos Tserpes; Theodora Varvarigou,Horizon 2020 Framework Programme,Turgay Celik; Ivan Lanese,2022-02-23
Engineering and technology11.htm,Engineering and technology,Method Article,Hydrogen and deuterium charging of lifted-out specimens for atom probe tomography,https://open-research-europe.ec.europa.eu/articles/1-122,N/A,[version 2; peer review: 2 approved],Heena Khanchandani; Se-Ho Kim; Rama Srinivas Varanasi; TS Prithiv; Leigh T. Stephenson; Baptiste Gault,Horizon 2020 Framework Programme,Maria Auger; Gregory Thompson,2022-02-21
Engineering and technology11.htm,Engineering and technology,Research Article,Natural language processing for aviation safety: extracting knowledge from publicly-available loss of separation reports,https://open-research-europe.ec.europa.eu/articles/1-110,N/A,[version 2; peer review: 2 approved],Irene Buselli; Luca Oneto; Carlo Dambra; Christian Verdonk Gallego; Miguel García Martínez; Anthony Smoker; Nnenna Ike; Tamara Pejovic; Patricia Ruiz Martino,Horizon 2020 Framework Programme,Riccardo Patriarca; Arie Adriaensen,2022-02-18
Engineering and technology11.htm,Engineering and technology,Method Article,A data processing approach with built-in spatial resolution reduction methods to construct energy system models,https://open-research-europe.ec.europa.eu/articles/1-36,N/A,[version 2; peer review: 2 approved],Christian Etienne Fleischer,Horizon 2020 Framework Programme,Tim Tröndle; William Usher,2022-02-10
Engineering and technology11.htm,Engineering and technology,Research Article,Life cycle analysis of the solar thermochemical energy storage scheme SOCRATCES,https://open-research-europe.ec.europa.eu/articles/2-14,N/A,[version 1; peer review: 2 approved with reservations],Sara Hritz; Muhammad Eusha; Faraz Rasheed Mir; Gerhard Schories,Horizon 2020 Framework Programme,Yasmine Lalau; Stefano Stendardo,2022-02-03
Engineering and technology11.htm,Engineering and technology,Research Article,Alternative Types of Ambiguity and their Effects on Climate Change Regulation,https://open-research-europe.ec.europa.eu/articles/2-9,N/A,"[version 1; peer review: 1 approved, 2 approved with reservations]",Phoebe Koundouri; Nikitas Pittis; Panagiotis Samartzis; Nikolaos Englezos; Andreas Papandreou,Horizon 2020 Framework Programme,John Beirne; Laurent Li; Marcela Brugnach,2022-01-21
Engineering and technology11.htm,Engineering and technology,Research Article,DARLENE – Improving situational awareness of European law enforcement agents through a combination of augmented reality and artificial intelligence solutions,https://open-research-europe.ec.europa.eu/articles/1-87,N/A,[version 2; peer review: 2 approved],Konstantinos C. Apostolakis; Nikolaos Dimitriou; George Margetis; Stavroula Ntoa; Dimitrios Tzovaras; Constantine Stephanidis,Horizon 2020 Framework Programme,Stylianos Asteriadis; Anastasios Delopoulos,2022-01-21
Engineering and technology11.htm,Engineering and technology,Software Tool Article,The WOOL Dialogue Platform: Enabling Interdisciplinary User-Friendly Development of Dialogue for Conversational Agents,https://open-research-europe.ec.europa.eu/articles/2-7,N/A,"[version 1; peer review: 1 approved, 1 approved with reservations]",Tessa Beinema; Harm op den Akker; Dennis Hofs; Boris van Schooten,Horizon 2020 Framework Programme,Shang-Pin Ma; Liliana Laranjo,2022-01-13
Engineering and technology11.htm,Engineering and technology,Research Article,Non-combustion non-solar deployment characterization of a free-piston Stirling engine to integrate with an exothermic reactor,https://open-research-europe.ec.europa.eu/articles/1-155,N/A,"[version 1; peer review: 1 approved, 1 approved with reservations]",Muhammad Eusha; Wolfgang Schulz; Günter Schumacher; Faraz Rasheed Mir; Gerhard Schories,Horizon 2020 Framework Programme,HÜSEYİN SERDAR YÜCESU; Leszek Remiorz,2021-12-21
Engineering and technology11.htm,Engineering and technology,Research Article,Sustainable insulating foams based on recycled polyurethanes from construction and demolition wastes,https://open-research-europe.ec.europa.eu/articles/1-37,N/A,"[version 2; peer review: 2 approved with reservations, 2 not approved]",Edurne Elorza; Ibon Aranberri; Xiangming Zhou; Gediminas Kastiukas; Juan Antonio Alduncin,Horizon 2020 Framework Programme,Ugis Cabulis; Yuan Hu; Wei Cai; Mohd Haziq Dzulkifli,2021-12-16
Engineering and technology11.htm,Engineering and technology,Study Protocol,Study on human subjects – influence of stress and alcohol in simulated traffic situations,https://open-research-europe.ec.europa.eu/articles/1-83,N/A,[version 2; peer review: 2 approved],Mobyen Uddin Ahmed; Mir Riyanul Islam; Shaibal Barua; Bertil Hök; Emma Jonforsen; Shahina Begum,Horizon 2020 Framework Programme,Lior Limonad; Dario Babic,2021-12-07
Engineering and technology11.htm,Engineering and technology,Research Article,Revisiting the Rist diagram for predicting operating conditions in blast furnaces with multiple injections,https://open-research-europe.ec.europa.eu/articles/1-141,N/A,[version 1; peer review: 2 approved],Manuel Bailera; Takao Nakagaki; Ryoma Kataoka,Horizon 2020 Framework Programme,Johannes Schenk; Eleonora Bargiacchi,2021-11-29
Engineering and technology11.htm,Engineering and technology,Method Article,Direct laser writing of liquid crystal elastomers oriented by a horizontal electric field,https://open-research-europe.ec.europa.eu/articles/1-129,N/A,[version 2; peer review: 2 approved],Marco Carlotti; Omar Tricinci; Frank den Hoed; Stefano Palagi; Virgilio Mattoli,Horizon 2020 Framework Programme,Ada-Ioana Ada-Ioana; Daniele Martella,2021-11-19
Engineering and technology11.htm,Engineering and technology,Research Article,Digital twins for managing railway maintenance and resilience,https://open-research-europe.ec.europa.eu/articles/1-91,N/A,[version 2; peer review: 2 approved],Sakdirat Kaewunruen; Jessada Sresakoolchai; Yi-hsuan Lin,Horizon 2020 Framework Programme; Japan Society for the Promotion of Science,Sreevalsa Kolathayar; Yunlong Guo,2021-11-01
Engineering and technology11.htm,Engineering and technology,Research Article,A simple and cheap aerosol penetrometer for filter testing using an electronic cigarette.,https://open-research-europe.ec.europa.eu/articles/1-5,N/A,[version 3; peer review: 2 approved],Sebastian Lifka; Ivan Ponomarev; Agnes Weth; David Baumgartner; Bernd Lamprecht; Werner Baumgartner,Horizon 2020 Framework Programme; Linz Center of Mechatronics,Clothilde Brochot; Maria Dinescu,2021-10-28
Engineering and technology12.htm,Engineering and technology,Review,The critical issue of using lead for sustainable massive production of perovskite solar cells: a review of relevant literature,https://open-research-europe.ec.europa.eu/articles/1-44,N/A,[version 2; peer review: 2 approved],Simone Maranghi; Maria Laura Parisi; Riccardo Basosi; Adalgisa Sinicropi,"Horizon 2020 Framework Programme; Ministero dell’Istruzione, dell’Università e della Ricerca",Claudia Barolo; Nicole Mariotti; Matteo Bonomo; Matthew Davies; Rhys Charles,2021-10-28
