题目,链接,发表时间,资助者个数,资助者名称,文章ID,标准化资助者名称,是否_H2020,是否_HEurope,是否_双重资助,是否_均无资助
"Workplace mental health promotion in a large state organization: Perceived needs, expected effects, neglected side effects",https://open-research-europe.ec.europa.eu/articles/1-17,2024-10-15,1,Horizon 2020 Framework Programme,1-17,horizon 2020 framework programme,True,False,False,False
How physical activity opportunities seized by adolescents differ between Europe and the Pacific Islands: the example of France and New Caledonia,https://open-research-europe.ec.europa.eu/articles/4-217,2024-10-15,1,Horizon 2020 Framework Programme,4-217,horizon 2020 framework programme,True,False,False,False
"The “Archeology of the Light”:  A multiproxy, interdisciplinary and experimental approach to Paleolithic subterranean activities.",https://open-research-europe.ec.europa.eu/articles/4-216,2024-10-14,1,Horizon Europe Framework Programme,4-216,horizon europe framework programme,False,True,False,False
Vitality structures in ‘addictive’ game design,https://open-research-europe.ec.europa.eu/articles/4-47,2024-10-14,1,Horizon Europe Framework Programme,4-47,horizon europe framework programme,False,True,False,False
ELSMOR – towards European Licensing of Small Modular Reactors: Methodology recommendations for light-water small modular reactors safety assessment,https://open-research-europe.ec.europa.eu/articles/3-158/v2,2024-10-14,1,Horizon Europe Framework Programme,3-158,horizon europe framework programme,False,True,False,False
Profiling of linear B-cell epitopes against human coronaviruses in pooled sera sampled early in the COVID-19 pandemic,https://open-research-europe.ec.europa.eu/articles/4-215,2024-10-11,1,Horizon 2020 Framework Programme,4-215,horizon 2020 framework programme,True,False,False,False
Linking the ECRIN Metadata Repository with the BBMRI-ERIC Directory to connect clinical studies with related biobanks and collections,https://open-research-europe.ec.europa.eu/articles/4-50/v2,2024-10-07,1,HORIZON EUROPE Framework Programme,4-50,horizon europe framework programme,False,True,False,False
Comparative study on scenarios for rotating gantry mechanical structures,https://open-research-europe.ec.europa.eu/articles/2-55,2024-10-07,1,Latvian Council of Science,2-55,latvian council of science,False,False,False,True
COVID-19 and (ir)responsible (im)mobility: Reading counter-practices through Levinas and Derrida,https://open-research-europe.ec.europa.eu/articles/4-2,2024-10-07,1,Horizon 2020 Framework Programme,4-2,horizon 2020 framework programme,True,False,False,False
Mapping secondary data gaps for social simulation modelling: A case study of the journeys of Syrian asylum seekers to Europe,https://open-research-europe.ec.europa.eu/articles/3-216,2024-10-07,1,Horizon 2020 Framework Programme,3-216,horizon 2020 framework programme,True,False,False,False
Impact and evaluation report of the DTA3/COFUND programme,https://open-research-europe.ec.europa.eu/articles/4-211,2024-10-07,1,Horizon 2020 Framework Programme,4-211,horizon 2020 framework programme,True,False,False,False
"On the Billefjorden fault zone in Garmdalen, central Spitsbergen: implications for the mapping of major fault zones during geological fieldwork and for the tectonic history of Svalbard",https://open-research-europe.ec.europa.eu/articles/4-147,2024-10-02,2,Horizon 2020 Framework Programme,4-147,horizon 2020 framework programme,True,False,False,False
"On the Billefjorden fault zone in Garmdalen, central Spitsbergen: implications for the mapping of major fault zones during geological fieldwork and for the tectonic history of Svalbard",https://open-research-europe.ec.europa.eu/articles/4-147,2024-10-02,2,Norges Forskningsråd,4-147,norges forskningsråd,True,False,False,False
Algorithm for Key Transparency with Transparent Logs,https://open-research-europe.ec.europa.eu/articles/4-163,2024-10-02,1,European Cooperation in Science and Technology,4-163,european cooperation in science and technology,False,False,False,True
Systematic review: locating qualitative academic publications for reviewing tenants’ and landlords’ renting experiences and interaction in the Majority World,https://open-research-europe.ec.europa.eu/articles/4-178,2024-10-02,1,Horizon Europe Framework Programme,4-178,horizon europe framework programme,False,True,False,False
Exposure assessment and risks associated with wearing silver nanoparticle-coated textiles,https://open-research-europe.ec.europa.eu/articles/4-100,2024-10-02,1,Horizon 2020 Framework Programme,4-100,horizon 2020 framework programme,True,False,False,False
"Financial, Supplies, and Human Resource Preparedness in Management of Covid-19 Pandemic Among Dental Facilities in Nairobi County Kenya",https://open-research-europe.ec.europa.eu/articles/4-209,2024-09-26,1,European and Developing Countries Clinical Trials Partnership,4-209,european and developing countries clinical trials partnership,False,False,False,True
Digital twins for managing bridge climate change adaptation,https://open-research-europe.ec.europa.eu/articles/4-173,2024-09-26,1,Horizon 2020 Framework Programme,4-173,horizon 2020 framework programme,True,False,False,False
Decision Support Systems adoption in pesticide management,https://open-research-europe.ec.europa.eu/articles/4-142,2024-09-26,2,Horizon 2020 Framework Programme,4-142,horizon 2020 framework programme,True,False,False,False
Decision Support Systems adoption in pesticide management,https://open-research-europe.ec.europa.eu/articles/4-142,2024-09-26,2,MCIN/ AEI Spain,4-142,mcin/ aei spain,True,False,False,False
Disinformation as an obstructionist strategy in climate change mitigation: a review of the scientific literature for a systemic understanding of the phenomenon,https://open-research-europe.ec.europa.eu/articles/4-169,2024-09-24,5,Horizon 2020 Framework Programme,4-169,horizon 2020 framework programme,True,False,False,False
Disinformation as an obstructionist strategy in climate change mitigation: a review of the scientific literature for a systemic understanding of the phenomenon,https://open-research-europe.ec.europa.eu/articles/4-169,2024-09-24,5,Comunidad de Madrid,4-169,comunidad de madrid,True,False,False,False
Disinformation as an obstructionist strategy in climate change mitigation: a review of the scientific literature for a systemic understanding of the phenomenon,https://open-research-europe.ec.europa.eu/articles/4-169,2024-09-24,5,Universidad Rey Juan Carlos,4-169,universidad rey juan carlos,True,False,False,False
Disinformation as an obstructionist strategy in climate change mitigation: a review of the scientific literature for a systemic understanding of the phenomenon,https://open-research-europe.ec.europa.eu/articles/4-169,2024-09-24,5,Ministerio de Ciencia e InnovaciÃ³n,4-169,ministerio de ciencia e innovaciã³n,True,False,False,False
Disinformation as an obstructionist strategy in climate change mitigation: a review of the scientific literature for a systemic understanding of the phenomenon,https://open-research-europe.ec.europa.eu/articles/4-169,2024-09-24,5,"Ministerio de Ciencia, InnovaciÃ³n y Universidades",4-169,"ministerio de ciencia, innovaciã³n y universidades",True,False,False,False
ENOVAT: the European Network for Optimization of Veterinary Antimicrobial Treatment,https://open-research-europe.ec.europa.eu/articles/4-170,2024-09-24,1,European Cooperation in Science and Technology,4-170,european cooperation in science and technology,False,False,False,True
"Sufficiency in European Climate Policies, four country NECPs analysed",https://open-research-europe.ec.europa.eu/articles/4-208,2024-09-24,1,Horizon 2020 Framework Programme,4-208,horizon 2020 framework programme,True,False,False,False
An in-depth analysis of data reduction methods for sustainable deep learning,https://open-research-europe.ec.europa.eu/articles/4-101,2024-09-18,1,Horizon Europe Framework Programme,4-101,horizon europe framework programme,False,True,False,False
Collaborative Policymaking: a qualitative systematic review of advice for policymakers,https://open-research-europe.ec.europa.eu/articles/4-204,2024-09-18,2,Horizon Europe Framework Programme,4-204,horizon europe framework programme,False,True,False,False
Collaborative Policymaking: a qualitative systematic review of advice for policymakers,https://open-research-europe.ec.europa.eu/articles/4-204,2024-09-18,2,Joint Research Centre,4-204,joint research centre,False,True,False,False
Floating photovoltaic systems: photovoltaic cable submersion testing and potential impacts,https://open-research-europe.ec.europa.eu/articles/3-61,2024-09-16,2,Horizon 2020 Framework Programme,3-61,horizon 2020 framework programme,True,False,False,False
Floating photovoltaic systems: photovoltaic cable submersion testing and potential impacts,https://open-research-europe.ec.europa.eu/articles/3-61,2024-09-16,2,Interreg Atlantic Programme,3-61,interreg atlantic programme,True,False,False,False
"Harmonising humans and technology: Exploring the dynamics of cognitive production, artificial intelligence and social communication in cybernetic systems",https://open-research-europe.ec.europa.eu/articles/4-201,2024-09-09,1,Horizon 2020 Framework Programme,4-201,horizon 2020 framework programme,True,False,False,False
Low levels of hypertension screening in HIV care clinics in rural Uganda: A mixed methods study,https://open-research-europe.ec.europa.eu/articles/4-200,2024-09-09,1,European and Developing Countries Clinical Trials Partnership,4-200,european and developing countries clinical trials partnership,False,False,False,True
Reception Centers and Practices for Women Migrants,https://open-research-europe.ec.europa.eu/articles/4-199,2024-09-09,1,European Cooperation in Science and Technology,4-199,european cooperation in science and technology,False,False,False,True
