题目;链接;发表时间;资助者个数;资助者名称
Liquefied capsules containing nanogrooved microdiscs and umbilical cord-derived cells for bone tissue engineering;https://open-research-europe.ec.europa.eu/articles/4-94;2024-09-09;2;Horizon 2020 Framework Programme
Liquefied capsules containing nanogrooved microdiscs and umbilical cord-derived cells for bone tissue engineering;https://open-research-europe.ec.europa.eu/articles/4-94;2024-09-09;2;Fundação para a Ciência e a Tecnologia
Using halotolerant Azotobacter chroococcum W4ii from technosoils to mitigate wheat salt stress;https://open-research-europe.ec.europa.eu/articles/3-76;2024-09-09;1;Horizon 2020 Framework Programme
Introducing the Democratic Electoral Systems data, 1919-1945;https://open-research-europe.ec.europa.eu/articles/4-73;2024-09-06;1;Horizon 2020 Framework Programme
Maturity assessment of grid-scale flexibility and energy storage services towards a decarbonized Europe;https://open-research-europe.ec.europa.eu/articles/4-196;2024-09-06;1;Horizon Europe Framework Programme
Impact of variable electricity price on heat pump operated buildings;https://open-research-europe.ec.europa.eu/articles/2-135;2024-09-06;2;Horizon 2020 Framework Programme
Impact of variable electricity price on heat pump operated buildings;https://open-research-europe.ec.europa.eu/articles/2-135;2024-09-06;2;IEA HPT Annex 57
Test-Retest Reliability of a Physical Activity Behavior, Health and Wellbeing Questionnaire in Adolescents;https://open-research-europe.ec.europa.eu/articles/3-154;2024-09-05;2;Government of Ireland, Irish Research Council Postgraduate Scholarship Scheme.
Test-Retest Reliability of a Physical Activity Behavior, Health and Wellbeing Questionnaire in Adolescents;https://open-research-europe.ec.europa.eu/articles/3-154;2024-09-05;2;European Cooperation in Science and Technology
Unmasking metabolic disruptors: The NEMESIS project's quest for Novel Biomarkers, Evidence on Adverse Effects, and Efficient Methodologies;https://open-research-europe.ec.europa.eu/articles/4-194;2024-09-05;1;Horizon Europe Framework Programme
PROCare4Life integrated care model validation;https://open-research-europe.ec.europa.eu/articles/4-3;2024-09-03;1;Horizon 2020 Framework Programme
Faces Revealed Project and ancient Egyptian yellow coffins: A new methodology step-by-step;https://open-research-europe.ec.europa.eu/articles/4-193;2024-09-03;1;Horizon 2020 Framework Programme
Refined home-brew media for cost-effective, weekend-free hiPSC culture and genetic engineering;https://open-research-europe.ec.europa.eu/articles/4-192;2024-09-02;3;Horizon Europe Framework Programme
Refined home-brew media for cost-effective, weekend-free hiPSC culture and genetic engineering;https://open-research-europe.ec.europa.eu/articles/4-192;2024-09-02;3;Giovanni Armenise-Harvard Foundation
Refined home-brew media for cost-effective, weekend-free hiPSC culture and genetic engineering;https://open-research-europe.ec.europa.eu/articles/4-192;2024-09-02;3;Ministero dell'Università e della Ricerca
Utilization and associated determinants of multi-sectoral approach in zoonotic disease surveillance among animal and human healthcare workers in Nakuru County, Kenya;https://open-research-europe.ec.europa.eu/articles/4-103;2024-09-02;1;European and Developing Countries Clinical Trials Partnership
Bibliometric Analysis on Digital Payment Using Lens.org and Vosviewers: A Comparison of Research Between Malaysia and Poland;https://open-research-europe.ec.europa.eu/articles/4-191/v1;2024-09-02;1;Horizon Europe Framework Programme
Demonstrating clean energy transition scenarios in sector-coupled and renewable-based energy communities;https://open-research-europe.ec.europa.eu/articles/3-193;2024-09-02;1;Horizon Europe Framework Programme
Development of an innovative microvehicle for urban mobility;https://open-research-europe.ec.europa.eu/articles/4-190;2024-08-29;1;Horizon 2020 Framework Programme
Addressing violence and victimization in a school setting in Greece;https://open-research-europe.ec.europa.eu/articles/4-189;2024-08-29;2;European Cooperation in Science and Technology
Addressing violence and victimization in a school setting in Greece;https://open-research-europe.ec.europa.eu/articles/4-189;2024-08-29;2;Europe
Paleo-species distribution modelling in the marine realm: protocol for a global scoping review;https://open-research-europe.ec.europa.eu/articles/4-188;2024-08-28;1;Horizon 2020 Framework Programme
Machine learning based stellar classification with highly sparse photometry data;https://open-research-europe.ec.europa.eu/articles/4-29;2024-08-28;2;Horizon 2020 Framework Programme
Machine learning based stellar classification with highly sparse photometry data;https://open-research-europe.ec.europa.eu/articles/4-29;2024-08-28;2;Horizon Europe Framework Programme
Bad Deals and Tragic Pacts: The impact of the EU’s management of migration through the externalisation of its borders on ‘Women on the Move’;https://open-research-europe.ec.europa.eu/articles/4-187;2024-08-28;1;European Cooperation in Science and Technology
Lockbox enrichment facilitates manipulative and cognitive activities for mice;https://open-research-europe.ec.europa.eu/articles/4-108;2024-08-28;2;Horizon Europe Framework Programme
Lockbox enrichment facilitates manipulative and cognitive activities for mice;https://open-research-europe.ec.europa.eu/articles/4-108;2024-08-28;2;Deutsche Forschungsgemeinschaft
Women migrant workers’ (WMWS) deskilling;https://open-research-europe.ec.europa.eu/articles/4-186;2024-08-21;1;European Cooperation in Science and Technology
Beyond Vicarious Storytelling: How Level Telling Fields Could Help Create a Fair Narrative on Migration;https://open-research-europe.ec.europa.eu/articles/3-10;2024-08-20;1;Horizon 2020 Framework Programme
Grouping sounds into evolving units for the purpose of historical language comparison;https://open-research-europe.ec.europa.eu/articles/4-31;2024-08-20;4;Horizon 2020 Framework Programme
Grouping sounds into evolving units for the purpose of historical language comparison;https://open-research-europe.ec.europa.eu/articles/4-31;2024-08-20;4;Horizon Europe Framework Programme
Grouping sounds into evolving units for the purpose of historical language comparison;https://open-research-europe.ec.europa.eu/articles/4-31;2024-08-20;4;FP7 Ideas: European Research Council
Grouping sounds into evolving units for the purpose of historical language comparison;https://open-research-europe.ec.europa.eu/articles/4-31;2024-08-20;4;Max-Planck-Gesellschaft
Applications of environmental intelligence for rural land management;https://open-research-europe.ec.europa.eu/articles/4-184;2024-08-15;1;Horizon 2020 Framework Programme
Tourism and Urban Development: The case of a coastal village in a small island state;https://open-research-europe.ec.europa.eu/articles/4-183;2024-08-15;1;European Cooperation in Science and Technology
Designing speculative nonhuman-robot scenarios: An artistic approach;https://open-research-europe.ec.europa.eu/articles/4-182;2024-08-14;1;European Cooperation in Science and Technology
Playing with the cultural pilgrimage to stimulate tourism: the xFORMAL project on cultural heritage and informal learning.;https://open-research-europe.ec.europa.eu/articles/3-93;2024-08-13;1;Horizon 2020 Framework Programme
Reading class: Digital evidence about fiction and social class;https://open-research-europe.ec.europa.eu/articles/4-180;2024-08-13;1;Horizon Europe Framework Programme
Global distribution patterns of siphonophores across horizontal and vertical oceanic gradients;https://open-research-europe.ec.europa.eu/articles/4-177;2024-08-13;3;Horizon 2020 Framework Programme
Global distribution patterns of siphonophores across horizontal and vertical oceanic gradients;https://open-research-europe.ec.europa.eu/articles/4-177;2024-08-13;3;Hezkuntza, Hizkuntza Politika Eta Kultura Saila, Eusko Jaurlaritza
Global distribution patterns of siphonophores across horizontal and vertical oceanic gradients;https://open-research-europe.ec.europa.eu/articles/4-177;2024-08-13;3;Eusko Jaurlaritza
Children and young people as research collaborators in a large-scale migration research project;https://open-research-europe.ec.europa.eu/articles/4-174;2024-08-12;1;Horizon 2020 Framework Programme
What is the IPCC’s assessment style and what shaped it?;https://open-research-europe.ec.europa.eu/articles/4-172;2024-08-07;1;Horizon Europe Framework Programme
Rituals as Nature-Based Governance of reciprocity between people and nature;https://open-research-europe.ec.europa.eu/articles/4-66;2024-08-07;1;Horizon Europe Framework Programme
Living archival practice and the choreographical navigations: Encounters and approaches with other-than-human persons;https://open-research-europe.ec.europa.eu/articles/4-171;2024-08-07;1;European Cooperation in Science and Technology
Navigating the challenges of passenger name record data and the way forward;https://open-research-europe.ec.europa.eu/articles/4-168;2024-08-05;1;Horizon Europe Framework Programme
Reframing the role of communication in consensual and/or ethical (non)monogamies: A proposal for a change in academic terminology;https://open-research-europe.ec.europa.eu/articles/4-167;2024-08-05;1;Horizon 2020 Framework Programme
Impacts of obesity and obesogenic behaviours on climate change: a systematic review protocol;https://open-research-europe.ec.europa.eu/articles/4-166;2024-08-05;1;Horizon 2020 Framework Programme
Practical guidelines for Bayesian phylogenetic inference using Markov chain Monte Carlo (MCMC);https://open-research-europe.ec.europa.eu/articles/3-204;2024-08-05;4;Horizon 2020 Framework Programme
Practical guidelines for Bayesian phylogenetic inference using Markov chain Monte Carlo (MCMC);https://open-research-europe.ec.europa.eu/articles/3-204;2024-08-05;4;National Natural Science Foundation of China
Practical guidelines for Bayesian phylogenetic inference using Markov chain Monte Carlo (MCMC);https://open-research-europe.ec.europa.eu/articles/3-204;2024-08-05;4;National Science Foundation
